Date,Open,High,Low,Close,Volume,MA_1D,MA_1W,upper_band,middle_band,lower_band,CCI,SMA_Decision,BB_Decision,CCI_Decision
2023-01-18 00:00:00+00:00,87.98400115966797,88.27300262451172,87.81199645996094,88.00399780273438,0,88.17849731445312,88.025,88.38494146594297,88.025,87.66505853405704,21.684343190069647,BUY,NEUTRAL,NEUTRAL
2023-01-19 00:00:00+00:00,87.86000061035156,88.06300354003906,87.58300018310547,87.86399841308594,0,87.93399810791016,88.03679962158203,88.36999363539663,88.03679962158203,87.70360560776744,-64.12556190516356,BUY,NEUTRAL,NEUTRAL
2023-01-20 00:00:00+00:00,87.93299865722656,88.02999877929688,87.60099792480469,87.93699645996094,0,87.90049743652344,88.02199859619141,88.36489519199384,88.02199859619141,87.67910200038898,-38.77055004522106,SELL,NEUTRAL,NEUTRAL
2023-01-23 00:00:00+00:00,86.85130310058594,88.8010025024414,86.85130310058594,87.86199951171875,0,87.89949798583984,88.00399780273438,88.36847314296595,88.00399780273438,87.6395224625028,-57.909632257795366,BUY,NEUTRAL,NEUTRAL
2023-01-24 00:00:00+00:00,88.52200317382812,88.76200103759766,88.41799926757812,88.54100036621094,0,88.20149993896484,88.04159851074219,88.5519358193153,88.04159851074219,87.53126120216908,165.80383194231328,SELL,NEUTRAL,SELL
2023-01-25 00:00:00+00:00,88.79299926757812,89.08000183105469,88.49099731445312,88.76799774169922,0,88.65449905395508,88.19439849853515,88.96124036426946,88.19439849853515,87.42755663280084,100.50517024883678,SELL,NEUTRAL,SELL
2023-01-26 00:00:00+00:00,88.93800354003906,88.99299621582031,88.36499786376953,88.95500183105469,0,88.86149978637695,88.4125991821289,89.29185049099328,88.4125991821289,87.53334787326452,65.69941607921075,SELL,NEUTRAL,NEUTRAL
2023-01-27 00:00:00+00:00,88.66300201416016,88.76000213623047,88.3239974975586,88.64199829101562,0,88.79850006103516,88.55359954833985,89.29838089377536,88.55359954833985,87.80881820290433,16.8743993101325,BUY,NEUTRAL,NEUTRAL
2023-01-30 00:00:00+00:00,87.68119812011719,88.86599731445312,87.68119812011719,88.51899719238281,0,88.58049774169922,88.68499908447265,89.0074045280353,88.68499908447265,88.36259364091,-129.63269631179372,BUY,NEUTRAL,BUY
2023-01-31 00:00:00+00:00,88.37200164794922,88.75499725341797,88.37200164794922,88.375,0,88.4469985961914,88.65179901123047,89.051583117706,88.65179901123047,88.25201490475493,-44.59435257596358,BUY,NEUTRAL,NEUTRAL
2023-02-01 00:00:00+00:00,88.72100067138672,89.23300170898438,88.6500015258789,88.73600006103516,0,88.55550003051758,88.64539947509766,89.03850716135238,88.64539947509766,88.25229178884294,103.87310600240743,SELL,NEUTRAL,SELL
2023-02-02 00:00:00+00:00,89.95999908447266,90.36100006103516,89.38600158691406,89.9469985961914,0,89.34149932861328,88.843798828125,89.97328090520334,88.843798828125,87.71431675104667,161.69414231343103,SELL,NEUTRAL,SELL
2023-02-03 00:00:00+00:00,89.38300323486328,89.62699890136719,88.7979965209961,89.39099884033203,0,89.66899871826172,88.99359893798828,90.17382475877515,88.99359893798828,87.81337311720141,40.23353181857086,BUY,NEUTRAL,NEUTRAL
2023-02-06 00:00:00+00:00,88.43199920654297,89.0999984741211,88.43199920654297,88.69000244140625,0,89.04050064086914,89.02779998779297,90.15996311802672,89.02779998779297,87.89563685755923,-49.89273055707275,BUY,NEUTRAL,NEUTRAL
2023-02-07 00:00:00+00:00,88.68599700927734,88.79000091552734,88.33200073242188,88.7040023803711,0,88.69700241088867,89.09360046386719,90.09730968274671,89.09360046386719,88.08989124498767,-77.29003641324661,SELL,NEUTRAL,NEUTRAL
2023-02-08 00:00:00+00:00,88.84400177001953,88.87300109863281,88.4280014038086,88.83100128173828,0,88.76750183105469,89.11260070800782,90.09181079008032,89.11260070800782,88.13339062593532,-51.84491427726576,SELL,NEUTRAL,NEUTRAL
2023-02-09 00:00:00+00:00,88.48999786376953,88.93099975585938,88.45700073242188,88.49800109863281,0,88.66450119018555,88.82280120849609,89.42953645586532,88.82280120849609,88.21606596112686,-56.77519011742757,BUY,NEUTRAL,NEUTRAL
2023-02-10 00:00:00+00:00,88.55400085449219,88.58000183105469,87.93099975585938,88.56300354003906,0,88.53050231933594,88.6572021484375,88.88990902284408,88.6572021484375,88.42449527403093,-166.22598984088694,SELL,NEUTRAL,BUY
2023-02-13 00:00:00+00:00,87.2781982421875,88.54100036621094,87.2781982421875,88.0260009765625,0,88.29450225830078,88.52440185546875,89.07347386010142,88.52440185546875,87.97532985083609,-140.66582032350985,BUY,NEUTRAL,BUY
2023-02-14 00:00:00+00:00,88.56300354003906,89.29900360107422,88.52200317382812,88.5469970703125,0,88.2864990234375,88.49300079345703,89.01467053155055,88.49300079345703,87.9713310553635,75.47137708541469,SELL,NEUTRAL,NEUTRAL
2023-02-15 00:00:00+00:00,88.92900085449219,88.99600219726562,88.27400207519531,88.92900085449219,0,88.73799896240234,88.51260070800781,89.08817352491036,88.51260070800781,87.93702789110526,59.49719284423619,SELL,NEUTRAL,NEUTRAL
2023-02-16 00:00:00+00:00,88.4209976196289,88.55000305175781,88.15699768066406,88.40399932861328,0,88.66650009155273,88.49380035400391,89.0761534626245,88.49380035400391,87.91144724538331,-18.017750659809828,BUY,NEUTRAL,NEUTRAL
2023-02-17 00:00:00+00:00,88.11100006103516,88.30400085449219,87.82499694824219,88.13200378417969,0,88.26800155639648,88.40760040283203,89.04814669965845,88.40760040283203,87.76705410600562,-66.26063689430849,BUY,NEUTRAL,NEUTRAL
2023-02-20 00:00:00+00:00,86.98660278320312,88.41500091552734,86.98560333251953,88.43299865722656,0,88.28250122070312,88.48899993896484,89.00651088552546,88.48899993896484,87.97148899240422,-97.50082050540581,SELL,NEUTRAL,NEUTRAL
2023-02-21 00:00:00+00:00,88.2509994506836,88.45999908447266,88.052001953125,88.25700378417969,0,88.34500122070312,88.43100128173828,88.973890811681,88.43100128173828,87.88811175179555,-6.676389277722971,BUY,NEUTRAL,NEUTRAL
2023-02-22 00:00:00+00:00,88.1760025024414,88.2760009765625,87.86199951171875,88.18499755859375,0,88.22100067138672,88.28220062255859,88.51921096600356,88.28220062255859,88.04519027911363,-23.67826020680626,BUY,NEUTRAL,NEUTRAL
2023-02-23 00:00:00+00:00,87.79100036621094,87.88600158691406,87.32499694824219,87.7750015258789,0,87.97999954223633,88.15640106201172,88.58861002103531,88.15640106201172,87.72419210298814,-139.86551592327456,BUY,NEUTRAL,BUY
2023-02-24 00:00:00+00:00,87.47799682617188,87.65499877929688,87.2509994506836,87.48600006103516,0,87.63050079345703,88.0272003173828,88.7193759270182,88.0272003173828,87.33502470774741,-108.80366608958894,BUY,NEUTRAL,BUY
2023-02-27 00:00:00+00:00,86.54920196533203,87.66500091552734,86.54920196533203,87.37000274658203,0,87.4280014038086,87.81460113525391,88.5302145149203,87.81460113525391,87.09898775558752,-101.5256388351916,BUY,NEUTRAL,BUY
2023-02-28 00:00:00+00:00,87.61399841308594,87.8239974975586,87.43299865722656,87.60600280761719,0,87.48800277709961,87.68440093994141,88.25231701871387,87.68440093994141,87.11648486116896,3.3033520365133757,SELL,NEUTRAL,NEUTRAL
2023-03-01 00:00:00+00:00,87.32499694824219,88.05500030517578,87.2030029296875,87.34100341796875,0,87.47350311279297,87.5156021118164,87.8356277386396,87.5156021118164,87.19557648499321,19.152330384932085,BUY,NEUTRAL,NEUTRAL
2023-03-02 00:00:00+00:00,87.83699798583984,88.0,87.24099731445312,87.85399627685547,0,87.59749984741211,87.53140106201172,87.90449088824798,87.53140106201172,87.15831123577547,94.55305282992629,SELL,NEUTRAL,NEUTRAL
2023-03-03 00:00:00+00:00,87.21600341796875,87.35299682617188,86.53800201416016,87.21600341796875,0,87.53499984741211,87.47740173339844,87.93068293405132,87.47740173339844,87.02412053274556,-105.32741460889716,BUY,NEUTRAL,BUY
2023-03-06 00:00:00+00:00,85.97209930419922,87.39299774169922,85.97209930419922,86.81600189208984,0,87.0160026550293,87.3666015625,88.0716471649682,87.3666015625,86.66155596003179,-112.45046057652351,BUY,NEUTRAL,BUY
2023-03-07 00:00:00+00:00,87.33899688720703,87.43599700927734,86.47699737548828,87.3479995727539,0,87.08200073242188,87.31500091552735,87.97897776509772,87.31500091552735,86.65102406595697,-26.954776787018485,SELL,NEUTRAL,NEUTRAL
2023-03-08 00:00:00+00:00,86.447998046875,86.61599731445312,86.17900085449219,86.44000244140625,0,86.89400100708008,87.13480072021484,88.09549514346968,87.13480072021484,86.17410629696,-114.42795051701061,BUY,NEUTRAL,BUY
2023-03-09 00:00:00+00:00,86.38300323486328,86.7750015258789,86.22000122070312,86.38300323486328,0,86.41150283813477,86.84060211181641,87.62487773834337,86.84060211181641,86.05632648528945,-74.82436054087985,BUY,NEUTRAL,NEUTRAL
2023-03-10 00:00:00+00:00,86.75199890136719,87.53500366210938,86.71800231933594,86.73500061035156,0,86.55900192260742,86.74440155029296,87.43306002543085,86.74440155029296,86.05574307515508,70.91414603778702,SELL,NEUTRAL,NEUTRAL
2023-03-13 00:00:00+00:00,85.84860229492188,88.16100311279297,85.84860229492188,87.1259994506836,0,86.93050003051758,86.80640106201172,87.56222314191926,86.80640106201172,86.05057898210417,56.11997507635114,SELL,NEUTRAL,NEUTRAL
2023-03-14 00:00:00+00:00,88.12999725341797,88.48600006103516,87.91000366210938,88.13800048828125,0,87.63199996948242,86.96440124511719,88.25097547662997,86.96440124511719,85.6778270136044,162.85349773398008,SELL,NEUTRAL,SELL
2023-03-15 00:00:00+00:00,88.16000366210938,88.53900146484375,87.06400299072266,88.16899871826172,0,88.15349960327148,87.31020050048828,88.76547144663918,87.31020050048828,85.85492955433737,68.8453792366355,SELL,NEUTRAL,NEUTRAL
2023-03-16 00:00:00+00:00,87.62000274658203,87.83200073242188,87.35900115966797,87.66500091552734,0,87.91699981689453,87.5666000366211,88.69256695011909,87.5666000366211,86.4406331231231,10.388649983231426,BUY,NEUTRAL,NEUTRAL
2023-03-17 00:00:00+00:00,87.61599731445312,87.9749984741211,87.59300231933594,87.61599731445312,0,87.64049911499023,87.7427993774414,88.5124243820418,87.7427993774414,86.973174372841,6.638950357444479,BUY,NEUTRAL,NEUTRAL
2023-03-20 00:00:00+00:00,86.78700256347656,88.48500061035156,86.78700256347656,87.94200134277344,0,87.77899932861328,87.90599975585937,88.36771028456782,87.90599975585937,87.44428922715092,-38.741227501159614,SELL,NEUTRAL,NEUTRAL
2023-03-21 00:00:00+00:00,88.36799621582031,89.08300018310547,88.33499908447266,88.36799621582031,0,88.15499877929688,87.95199890136719,88.5285455500421,87.95199890136719,87.37545225269228,165.87953554135157,SELL,NEUTRAL,SELL
2023-03-22 00:00:00+00:00,88.98799896240234,89.15699768066406,88.88300323486328,88.99600219726562,0,88.68199920654297,88.11739959716797,89.14563091669984,88.11739959716797,87.0891682776361,109.42998157827174,SELL,NEUTRAL,SELL
2023-03-23 00:00:00+00:00,89.61599731445312,89.74500274658203,89.27999877929688,89.625,0,89.31050109863281,88.5093994140625,89.95755677659713,88.5093994140625,87.06124205152787,107.9298934979004,SELL,NEUTRAL,SELL
2023-03-24 00:00:00+00:00,89.03800201416016,89.05599975585938,88.30899810791016,89.0459976196289,0,89.33549880981445,88.79539947509765,89.96235785701263,88.79539947509765,87.62844109318267,9.28596488425634,BUY,NEUTRAL,NEUTRAL
2023-03-27 00:00:00+01:00,88.52999877929688,88.77100372314453,88.4729995727539,88.5260009765625,0,88.7859992980957,88.91219940185547,89.79687601879309,88.91219940185547,88.02752278491786,-71.96105112223114,BUY,NEUTRAL,NEUTRAL
2023-03-28 00:00:00+01:00,88.74500274658203,89.02999877929688,88.69000244140625,88.75399780273438,0,88.63999938964844,88.98939971923828,89.72554486196942,88.98939971923828,88.25325457650713,-33.699305727303376,SELL,NEUTRAL,NEUTRAL
2023-03-29 00:00:00+01:00,89.01899719238281,89.36000061035156,88.90799713134766,88.98200225830078,0,88.86800003051758,88.98659973144531,89.72272962162185,88.98659973144531,88.25046984126877,27.189582126324858,SELL,NEUTRAL,NEUTRAL
2023-03-30 00:00:00+01:00,89.03900146484375,89.59600067138672,88.90699768066406,89.05500030517578,0,89.01850128173828,88.87259979248047,89.28199234168672,88.87259979248047,88.46320724327423,101.37280514546352,SELL,NEUTRAL,SELL
2023-03-31 00:00:00+01:00,89.45800018310547,89.60900115966797,89.12300109863281,89.44200134277344,0,89.24850082397461,88.95180053710938,89.56648117187854,88.95180053710938,88.33711990234022,101.89225402240187,SELL,NEUTRAL,SELL
2023-04-03 00:00:00+01:00,88.87100219726562,89.66600036621094,88.85700225830078,89.0260009765625,0,89.23400115966797,89.05180053710937,89.49586430992645,89.05180053710937,88.6077367642923,22.882223606237204,BUY,NEUTRAL,NEUTRAL
2023-04-04 00:00:00+01:00,89.59700012207031,90.01100158691406,89.39299774169922,89.59700012207031,0,89.3115005493164,89.22040100097657,89.72073395384902,89.22040100097657,88.72006804810411,133.92522429276752,SELL,NEUTRAL,SELL
2023-04-05 00:00:00+01:00,89.88800048828125,89.99099731445312,89.29299926757812,89.89600372314453,0,89.74650192260742,89.40320129394532,90.06377175759421,89.40320129394532,88.74263083029642,92.67850382951862,SELL,NEUTRAL,NEUTRAL
2023-04-06 00:00:00+01:00,89.27799987792969,89.38200378417969,89.08499908447266,89.27799987792969,0,89.58700180053711,89.44780120849609,90.03426680913574,89.44780120849609,88.86133560785643,-64.06388636480882,BUY,NEUTRAL,NEUTRAL
2023-04-07 00:00:00+01:00,89.30500030517578,89.31500244140625,88.29000091552734,89.30500030517578,0,89.29150009155273,89.42040100097657,90.0180845149509,89.42040100097657,88.82271748700224,-95.95466868210632,SELL,NEUTRAL,NEUTRAL
2023-04-10 00:00:00+01:00,89.30599975585938,89.30599975585938,88.28900146484375,89.30599975585938,0,89.30550003051758,89.47640075683594,89.95672429857912,89.47640075683594,88.99607721509277,-76.28392607888918,SELL,NEUTRAL,NEUTRAL
2023-04-11 00:00:00+01:00,88.31700134277344,89.62899780273438,88.31700134277344,88.31700134277344,0,88.8115005493164,89.22040100097657,90.23642139461975,89.22040100097657,88.20438060733338,-89.14410346169102,BUY,NEUTRAL,NEUTRAL
2023-04-12 00:00:00+01:00,89.50800323486328,90.10099792480469,89.4990005493164,89.51599884033203,0,88.91650009155273,89.14440002441407,89.98935214263528,89.14440002441407,88.29944790619285,138.07682043671127,SELL,NEUTRAL,SELL
2023-04-13 00:00:00+01:00,90.04299926757812,90.29299926757812,89.9260025024414,90.05999755859375,0,89.78799819946289,89.30079956054688,90.42884067746915,89.30079956054688,88.1727584436246,110.19948172903847,SELL,NEUTRAL,SELL
2023-04-14 00:00:00+01:00,90.16300201416016,90.38700103759766,89.8219985961914,90.18699645996094,0,90.12349700927734,89.47719879150391,90.80996728053701,89.47719879150391,88.14443030247081,74.8713685655482,SELL,NEUTRAL,NEUTRAL
2023-04-17 00:00:00+01:00,89.95800018310547,90.02400207519531,89.39299774169922,89.90799713134766,0,90.0474967956543,89.59759826660157,90.95528386746443,89.59759826660157,88.2399126657387,14.765780891596817,BUY,NEUTRAL,NEUTRAL
2023-04-18 00:00:00+01:00,89.51799774169922,90.01100158691406,89.46299743652344,89.51100158691406,0,89.70949935913086,89.83639831542969,90.39251407712052,89.83639831542969,89.28028255373886,-73.79499010294695,BUY,NEUTRAL,NEUTRAL
2023-04-19 00:00:00+01:00,90.0469970703125,90.1050033569336,89.72799682617188,90.02999877929688,0,89.77050018310547,89.93919830322265,90.40272138055693,89.93919830322265,89.47567522588838,12.66414918831888,SELL,NEUTRAL,NEUTRAL
2023-04-20 00:00:00+01:00,90.0999984741211,90.14199829101562,89.78399658203125,90.0979995727539,0,90.06399917602539,89.9467987060547,90.41915755820735,89.9467987060547,89.47443985390204,45.155810049815045,SELL,NEUTRAL,NEUTRAL
2023-04-21 00:00:00+01:00,90.01100158691406,90.13200378417969,89.7750015258789,90.01100158691406,0,90.05450057983398,89.9115997314453,90.33029849320911,89.9115997314453,89.4929009696815,52.529705138527746,BUY,NEUTRAL,NEUTRAL
2023-04-24 00:00:00+01:00,89.06890106201172,90.33300018310547,89.06890106201172,90.08999633789062,0,90.05049896240234,89.9479995727539,90.39010674944629,89.9479995727539,89.50589239606151,-32.79693556533449,SELL,NEUTRAL,NEUTRAL
2023-04-25 00:00:00+01:00,90.5199966430664,90.61699676513672,89.89099884033203,90.5199966430664,0,90.30499649047852,90.14979858398438,90.5260141059854,90.14979858398438,89.77358306198336,166.666666666663,SELL,NEUTRAL,SELL
2023-04-26 00:00:00+01:00,89.93699645996094,90.61900329589844,89.86100006103516,89.93699645996094,0,90.22849655151367,90.13119812011719,90.537277435769,90.13119812011719,89.72511880446538,36.7681467237196,BUY,NEUTRAL,NEUTRAL
2023-04-27 00:00:00+01:00,90.22000122070312,90.3280029296875,89.88899993896484,90.22799682617188,0,90.0824966430664,90.15719757080078,90.56806348764053,90.15719757080078,89.74633165396102,27.779496026267733,SELL,NEUTRAL,NEUTRAL
2023-04-28 00:00:00+01:00,90.1259994506836,90.24600219726562,89.58100128173828,90.11900329589844,0,90.17350006103516,90.17879791259766,90.56740173668578,90.17879791259766,89.79019408850954,-48.71884341160481,BUY,NEUTRAL,NEUTRAL
2023-05-01 00:00:00+01:00,88.85299682617188,88.85299682617188,88.85299682617188,89.97699737548828,0,90.04800033569336,90.15619812011718,90.57481503247023,90.15619812011718,89.73758120776414,-166.66666666666828,BUY,NEUTRAL,BUY
2023-05-02 00:00:00+01:00,88.85299682617188,90.01899719238281,88.85299682617188,88.85299682617188,0,89.41499710083008,89.82279815673829,90.81446613281146,89.82279815673829,88.83113018066511,-82.19638897384188,BUY,NEUTRAL,NEUTRAL
2023-05-03 00:00:00+01:00,89.96499633789062,90.33599853515625,89.91600036621094,89.9489974975586,0,89.40099716186523,89.82519836425782,90.81801775756122,89.82519836425782,88.83237897095441,55.75954924194978,SELL,NEUTRAL,NEUTRAL
2023-05-04 00:00:00+01:00,90.44200134277344,90.58499908447266,89.77400207519531,90.4540023803711,0,90.20149993896484,89.87039947509766,90.94930452089258,89.87039947509766,88.79149442930273,81.72990848103797,SELL,NEUTRAL,NEUTRAL
2023-05-05 00:00:00+01:00,89.98699951171875,90.18900299072266,89.64299774169922,89.99600219726562,0,90.22500228881836,89.84579925537109,90.90636191824483,89.84579925537109,88.78523659249736,31.15587180627312,BUY,NEUTRAL,NEUTRAL
2023-05-08 00:00:00+01:00,89.0479965209961,90.3030014038086,89.0479965209961,89.97200012207031,0,89.98400115966797,89.8447998046875,90.90487533779944,89.8447998046875,88.78472427157556,-20.16123973099781,BUY,NEUTRAL,NEUTRAL
2023-05-09 00:00:00+01:00,89.85600280761719,90.14800262451172,89.78800201416016,89.84500122070312,0,89.90850067138672,90.04320068359375,90.4667216568611,90.04320068359375,89.61967971032641,-33.50651034567961,BUY,NEUTRAL,NEUTRAL
2023-05-10 00:00:00+01:00,89.95600128173828,90.06099700927734,89.6760025024414,89.94000244140625,0,89.89250183105469,90.04140167236328,90.46658113868534,90.04140167236328,89.61622220604121,-37.22454461402406,SELL,NEUTRAL,NEUTRAL
2023-05-11 00:00:00+01:00,89.9010009765625,90.00700378417969,89.44999694824219,89.90399932861328,0,89.92200088500977,89.93140106201172,90.03765118824762,89.93140106201172,89.82515093577581,-77.04999924313897,BUY,NEUTRAL,NEUTRAL
2023-05-12 00:00:00+01:00,89.52400207519531,89.75199890136719,89.14900207519531,89.51300048828125,0,89.70849990844727,89.83480072021484,90.16747349024345,89.83480072021484,89.50212795018624,-166.66666666667064,BUY,NEUTRAL,BUY
2023-05-15 00:00:00+01:00,88.63099670410156,89.5199966430664,88.63099670410156,89.0979995727539,0,89.30550003051758,89.66000061035156,90.29850876402926,89.66000061035156,89.02149245667385,-128.9168380152658,BUY,NEUTRAL,BUY
2023-05-16 00:00:00+01:00,89.38500213623047,89.56400299072266,89.26000213623047,89.36799621582031,0,89.23299789428711,89.564599609375,90.20656559822666,89.564599609375,88.92263362052333,-34.2582594179401,SELL,NEUTRAL,NEUTRAL
2023-05-17 00:00:00+01:00,89.34600067138672,89.43399810791016,89.02300262451172,89.33000183105469,0,89.3489990234375,89.44259948730469,89.97539520493929,89.44259948730469,88.90980376967009,-50.17669349001335,BUY,NEUTRAL,NEUTRAL
2023-05-18 00:00:00+01:00,89.23600006103516,89.34500122070312,88.99600219726562,89.27899932861328,0,89.30450057983398,89.31759948730469,89.58680467934582,89.31759948730469,89.04839429526356,-42.979147054239995,BUY,NEUTRAL,NEUTRAL
2023-05-19 00:00:00+01:00,89.06500244140625,89.62899780273438,88.94000244140625,89.05599975585938,0,89.16749954223633,89.22619934082032,89.47771034050052,89.22619934082032,88.97468834114011,-19.667523857326486,BUY,NEUTRAL,NEUTRAL
2023-05-22 00:00:00+01:00,88.23419952392578,89.64600372314453,88.23419952392578,89.49800109863281,0,89.2770004272461,89.30619964599609,89.5953542753317,89.30619964599609,89.01704501666048,-105.99809449274196,SELL,NEUTRAL,BUY
2023-05-23 00:00:00+01:00,89.46600341796875,89.54499816894531,89.09400177001953,89.4469985961914,0,89.47249984741211,89.3220001220703,89.63089525339963,89.3220001220703,89.01310499074098,135.84206915773254,BUY,NEUTRAL,SELL
2023-05-24 00:00:00+01:00,89.13300323486328,89.2229995727539,88.81800079345703,89.125,0,89.2859992980957,89.28099975585937,89.62695943362401,89.28099975585937,88.93504007809473,-112.52018965685608,BUY,NEUTRAL,BUY
2023-05-25 00:00:00+01:00,88.8290023803711,88.8290023803711,88.58100128173828,88.83799743652344,0,88.98149871826172,89.1927993774414,89.68834807757952,89.1927993774414,88.69725067730329,-147.7662567772248,BUY,NEUTRAL,BUY
2023-05-26 00:00:00+01:00,88.6510009765625,88.81099700927734,88.32599639892578,88.6510009765625,0,88.74449920654297,89.11179962158204,89.77451356363343,89.11179962158204,88.44908567953064,-104.27527690574559,BUY,NEUTRAL,BUY
2023-05-29 00:00:00+01:00,87.76010131835938,88.64800262451172,87.76010131835938,87.76010131835938,0,88.20555114746094,88.76421966552735,89.90364576810343,88.76421966552735,87.62479356295127,-132.54788807747929,BUY,NEUTRAL,BUY
2023-05-30 00:00:00+01:00,88.3740005493164,88.74500274658203,88.2509994506836,88.3740005493164,0,88.06705093383789,88.54962005615235,89.4785694553413,88.54962005615235,87.6206706569634,-32.18100472393033,SELL,NEUTRAL,NEUTRAL
2023-05-31 00:00:00+01:00,88.65699768066406,88.67400360107422,88.00399780273438,88.66600036621094,0,88.52000045776367,88.45782012939453,89.21625530623976,88.45782012939453,87.69938495254931,-5.2072809726739555,SELL,NEUTRAL,NEUTRAL
2023-06-01 00:00:00+01:00,88.31600189208984,88.43900299072266,87.88500213623047,88.322998046875,0,88.49449920654297,88.35482025146484,89.01186042171668,88.35482025146484,87.69778008121301,-52.91433375328696,BUY,NEUTRAL,NEUTRAL
2023-06-02 00:00:00+01:00,88.46600341796875,88.63099670410156,88.1969985961914,88.44999694824219,0,88.3864974975586,88.31461944580079,88.9165379050389,88.31461944580079,87.71270098656268,47.63003524238761,SELL,NEUTRAL,NEUTRAL
2023-06-05 00:00:00+01:00,87.58679962158203,88.4260025024414,87.58679962158203,88.13500213623047,0,88.29249954223633,88.389599609375,88.73548304529808,88.389599609375,88.04371617345191,-120.47895374825345,BUY,NEUTRAL,BUY
2023-06-06 00:00:00+01:00,88.30599975585938,88.60399627685547,88.03299713134766,88.2979965209961,0,88.21649932861328,88.37439880371093,88.7282763664024,88.37439880371093,88.02052124101947,11.38792504084803,SELL,NEUTRAL,NEUTRAL
2023-06-07 00:00:00+01:00,88.20700073242188,88.5199966430664,87.98400115966797,88.19000244140625,0,88.24399948120117,88.27919921875,88.49863924065404,88.27919921875,88.05975919684595,-10.551200463433386,BUY,NEUTRAL,NEUTRAL
2023-06-08 00:00:00+01:00,88.38700103759766,88.88800048828125,88.2699966430664,88.37899780273438,0,88.28450012207031,88.29039916992187,88.52296164239678,88.29039916992187,88.05783669744696,103.63412538105385,SELL,NEUTRAL,SELL
2023-06-09 00:00:00+01:00,88.88800048828125,88.91200256347656,88.51599884033203,88.9000015258789,0,88.63949966430664,88.38040008544922,88.92684268046689,88.38040008544922,87.83395749043156,124.31953862243586,SELL,NEUTRAL,SELL
2023-06-12 00:00:00+01:00,87.73269653320312,88.86399841308594,87.73269653320312,88.54000091552734,0,88.72000122070312,88.46139984130859,88.95592737850203,88.46139984130859,87.96687230411516,-26.03517239557286,BUY,NEUTRAL,NEUTRAL
2023-06-13 00:00:00+01:00,88.61900329589844,88.97799682617188,88.5989990234375,88.62300109863281,0,88.58150100708008,88.52640075683594,89.00304366928279,88.52640075683594,88.04975784438909,75.54550970558034,SELL,NEUTRAL,NEUTRAL
2023-06-14 00:00:00+01:00,88.64900207519531,88.9219970703125,88.49800109863281,88.65299987792969,0,88.63800048828125,88.61900024414062,88.95838294031499,88.61900024414062,88.27961754796625,35.074233441419246,SELL,NEUTRAL,NEUTRAL
